0	3	NU	NLBL	B_CLS	B_SENT	N	-
882	เกี่ยวข้อง	VV	VSTA	I_CLS	I_SENT	N	-
883	กับ	PS	RPRE	I_CLS	I_SENT	N	-
884	ใคร	PR	PNTR	I_CLS	I_SENT	N	-
885	บ้าง	PR	VACT	I_CLS	I_SENT	N	-
886	ปัญหา	VV	NCMN	I_CLS	I_SENT	N	-
887	ของ	PS	RPRE	I_CLS	I_SENT	N	-
888	เรื่อง	NN	NCMN	I_CLS	I_SENT	N	-
889	นี้	AJ	DDAC	I_CLS	I_SENT	N	-
890	อยู่	VV	VSTA	I_CLS	I_SENT	N	-
891	ที่	PS	RPRE	I_CLS	I_SENT	N	-
892	ตัว	NN	NCMN	I_CLS	I_SENT	N	-
893	สินค้า	NN	NCMN	E_CLS	I_SENT	N	-
894	_	PU	NCMN	O	I_SENT	N	-
895	เช่น	CC	RPRE	B_CLS	I_SENT	N	-
896	_	PU	NCMN	O	I_SENT	N	-
897	ตู้	NN	NCMN	B_CLS	I_SENT	N	-
898	น้ำ	NN	NCMN	I_CLS	I_SENT	N	-
899	หยอด	VV	NCMN	I_CLS	I_SENT	N	-
900	เหรียญ	NN	NCMN	I_CLS	I_SENT	N	-
901	ตู้	NN	NCMN	I_CLS	I_SENT	N	-
902	ละ	AJ	RPRE	I_CLS	I_SENT	N	-
903	_	PU	NCMN	I_CLS	I_SENT	N	-
904	3	NU	DCNM	I_CLS	I_SENT	N	-
905	_	PU	PUNC	I_CLS	I_SENT	N	-
906	แสน	NN	CNIT	I_CLS	I_SENT	N	-
907	บาท	CL	CMTR	E_CLS	I_SENT	N	-
908	_	PU	NCMN	O	I_SENT	N	-
909	และ	CC	JCRG	B_CLS	I_SENT	N	-
910	เสา	NN	NCMN	I_CLS	I_SENT	N	-
911	ไฟฟ้า	NN	NCMN	I_CLS	I_SENT	N	-
912	โซลาร์	VV	NCMN	I_CLS	I_SENT	N	-
913	เซลล์	NN	NCMN	I_CLS	I_SENT	N	-
914	_	PU	NCMN	I_CLS	I_SENT	N	-
915	ต้น	NN	CNIT	I_CLS	I_SENT	N	-
916	ละ	AJ	RPRE	I_CLS	I_SENT	N	-
917	_	PU	PUNC	I_CLS	I_SENT	N	-
918	5	NU	DCNM	I_CLS	I_SENT	N	-
919	_	PU	PUNC	I_CLS	I_SENT	N	-
920	หมื่น	NN	CNIT	I_CLS	I_SENT	N	-
921	บาท	CL	CMTR	I_CLS	I_SENT	N	-
922	_	PU	PUNC	I_CLS	I_SENT	N	-
923	ต้อง	AX	XVMM	I_CLS	I_SENT	N	-
924	ไป	AV	VACT	I_CLS	I_SENT	N	-
925	ดู	VV	VACT	I_CLS	I_SENT	N	-
926	ใคร	PR	PNTR	I_CLS	I_SENT	N	-
927	เป็น	VV	VSTA	I_CLS	I_SENT	N	-
928	คน	NN	NCMN	I_CLS	I_SENT	N	-
929	นำ	VV	VACT	I_CLS	I_SENT	N	-
930	เสนอ	VV	VACT	I_CLS	I_SENT	N	-
931	ให้	CC	JSBR	I_CLS	I_SENT	N	-
932	ชุมชน	NN	NCMN	I_CLS	I_SENT	N	-
933	_	PU	NCMN	I_CLS	I_SENT	N	-
934	เพราะ	CC	JSBR	I_CLS	I_SENT	Contingency.Cause.Reason	-
935	เป็น	VV	VSTA	I_CLS	I_SENT	N	-
936	สินค้า	NN	NCMN	I_CLS	I_SENT	N	-
937	ไม่	NG	NEG	I_CLS	I_SENT	N	-
938	มี	VV	VSTA	I_CLS	I_SENT	N	-
939	คุณภาพ	NN	NCMN	E_CLS	I_SENT	N	-
940	และ	CC	JCRG	B_CLS	I_SENT	Expansion.Conjunction	-
941	ราคา	NN	NCMN	I_CLS	I_SENT	N	-
942	แพง	VV	VATT	I_CLS	I_SENT	N	-
943	_	PU	NCMN	I_CLS	I_SENT	N	-
944	เชื่อ	VV	VSTA	I_CLS	I_SENT	N	-
945	ได้	AX	XVAE	E_CLS	I_SENT	N	-
946	ว่า	CC	JSBR	B_CLS	I_SENT	N	-
947	น่า	AX	NCMN	I_CLS	I_SENT	N	-
948	จะ	AX	XVBM	I_CLS	I_SENT	N	-
949	ส่อ	VV	VACT	I_CLS	I_SENT	N	-
950	แสวงหา	VV	VACT	I_CLS	I_SENT	N	-
951	ผล	NN	NCMN	I_CLS	I_SENT	N	-
952	ประโยชน์	NN	NCMN	E_CLS	I_SENT	N	-

953	ดังนั้น	CC	JSBR	B_CLS	B_SENT	Contingency.Cause.Result	955
954	_	PU	NCMN	I_CLS	I_SENT	N	-
955	จึง	CC	XVBM	I_CLS	I_SENT	Contingency.Cause.Result	-
956	ต้อง	AX	XVMM	I_CLS	I_SENT	N	-
957	หา	VV	VACT	I_CLS	I_SENT	N	-
958	คน	NN	CNIT	I_CLS	I_SENT	N	-
959	เริ่ม	VV	VSTA	I_CLS	I_SENT	N	-
960	เสนอ	VV	VACT	I_CLS	I_SENT	N	-
961	สินค้า	NN	NCMN	I_CLS	I_SENT	N	-
962	ก่อน	AV	RPRE	E_CLS	I_SENT	N	-
963	_	PU	NCMN	O	I_SENT	N	-
964	และ	CC	JCRG	B_CLS	I_SENT	Temporal.Asynchronous.Precedence	-
965	จะ	AX	XVBM	I_CLS	I_SENT	N	-
966	ดู	VV	VACT	I_CLS	I_SENT	N	-
967	ว่า	CC	JSBR	I_CLS	I_SENT	N	-
968	เจ้าของ	NN	NCMN	I_CLS	I_SENT	N	-
969	และ	CC	JCRG	I_CLS	I_SENT	N	-
970	ผู้	FX	PPRS	I_CLS	I_SENT	N	-
971	ถือ	VV	VSTA	I_CLS	I_SENT	N	-
972	หุ้นส่วน	NN	NCMN	I_CLS	I_SENT	N	-
973	ใน	PS	RPRE	I_CLS	I_SENT	N	-
974	บริษัท	NN	NCMN	I_CLS	I_SENT	N	-
975	เป็น	VV	VSTA	I_CLS	I_SENT	N	-
976	ใคร	PR	PNTR	I_CLS	I_SENT	N	-
977	_	PU	NCMN	I_CLS	I_SENT	N	-
978	ขณะนี้	NN	ADVS	I_CLS	I_SENT	N	-
979	พอ	VV	ADVN	I_CLS	I_SENT	N	-
980	เป็น	VV	VSTA	I_CLS	I_SENT	N	-
981	เห็น	VV	VSTA	I_CLS	I_SENT	N	-
982	เค้า	NN	NCMN	I_CLS	I_SENT	N	-
983	ลาง	NN	NCMN	I_CLS	I_SENT	N	-
984	บ้าง	PR	ADVN	I_CLS	I_SENT	N	-
985	แล้ว	AX	XVAE	E_CLS	I_SENT	N	-

986	ด้าน	NN	NCMN	B_CLS	B_SENT	N	-
987	นาย	NN	NTTL	I_CLS	I_SENT	N	-
988	วิศณุ	NN	NPRP	I_CLS	I_SENT	N	-
989	_	PU	NCMN	I_CLS	I_SENT	N	-
990	บุญยะชัย	NN	NPRP	I_CLS	I_SENT	N	-
991	_	PU	NCMN	I_CLS	I_SENT	N	-
992	รอง	NN	VATT	I_CLS	I_SENT	N	-
993	ประธาน	NN	NCMN	I_CLS	I_SENT	N	-
994	เจ้าหน้าที่	NN	NCMN	I_CLS	I_SENT	N	-
995	บริหาร	VV	VACT	I_CLS	I_SENT	N	-
996	_	PU	NCMN	I_CLS	I_SENT	N	-
997	บริษัท	NN	NCMN	I_CLS	I_SENT	N	-
998	_	PU	NCMN	I_CLS	I_SENT	N	-
999	บีเอ็นบี	NN	NPRP	I_CLS	I_SENT	N	-
1000	_	PU	NCMN	I_CLS	I_SENT	N	-
1001	อินเตอร์กรุ๊ป	NN	NPRP	I_CLS	I_SENT	N	-
1002	_	PU	NCMN	I_CLS	I_SENT	N	-
1003	จำกัด	NN	VACT	I_CLS	I_SENT	N	-
1004	_	PU	NCMN	I_CLS	I_SENT	N	-
1005	(	PU	PUNC	I_CLS	I_SENT	N	-
1006	มหาชน	NN	NCMN	I_CLS	I_SENT	N	-
1007	)	PU	PUNC	I_CLS	I_SENT	N	-
1008	_	PU	NCMN	I_CLS	I_SENT	N	-
1009	ชี้แจง	VV	VACT	I_CLS	I_SENT	N	-
1010	_	PU	NCMN	I_CLS	I_SENT	N	-
1011	ถึง	PS	RPRE	I_CLS	I_SENT	N	-
1012	กรณี	NN	NCMN	I_CLS	I_SENT	N	-
1013	ปรากฏ	VV	VSTA	I_CLS	I_SENT	N	-
1014	ชื่อ	NN	NCMN	I_CLS	I_SENT	N	-
1015	บริษัท	NN	NCMN	I_CLS	I_SENT	N	-
1016	ไป	AV	XVAE	I_CLS	I_SENT	N	-
1017	เกี่ยวข้อง	VV	VSTA	I_CLS	I_SENT	N	-
1018	กับ	PS	RPRE	I_CLS	I_SENT	N	-
1019	การ	FX	FIXN	I_CLS	I_SENT	N	-
1020	ขาย	VV	VACT	I_CLS	I_SENT	N	-
1021	สินค้า	NN	NCMN	I_CLS	I_SENT	N	-
1022	โครงการ	NN	NCMN	I_CLS	I_SENT	N	-
1023	ชุมชน	NN	NCMN	I_CLS	I_SENT	N	-
1024	พอเพียง	VV	VSTA	I_CLS	I_SENT	N	-
1025	ว่า	CC	JSBR	E_CLS	I_SENT	N	-
1026	_	PU	NCMN	O	I_SENT	N	-
1027	ได้	AX	XVAM	B_CLS	I_SENT	N	-
1028	ตัดสินใจ	VV	VACT	I_CLS	I_SENT	N	-
1029	ยุติ	VV	VACT	I_CLS	I_SENT	N	-
1030	การ	FX	FIXN	I_CLS	I_SENT	N	-
1031	ขาย	VV	VACT	I_CLS	I_SENT	N	-
1032	สินค้า	NN	NCMN	I_CLS	I_SENT	N	-
1033	ชั่วคราว	VV	VATT	I_CLS	I_SENT	N	-
1034	ปัญหา	VV	NCMN	E_CLS	I_SENT	N	-
1035	ที่	CC	PREL	B_CLS	I_SENT	N	-
1036	เกิด	VV	VSTA	I_CLS	I_SENT	N	-
1037	ขึ้น	AV	XVAE	E_CLS	I_SENT	N	-
1038	ทำให้	CC	VACT	B_CLS	I_SENT	N	-
1039	บริษัท	NN	NCMN	I_CLS	I_SENT	N	-
1040	ได้รับ	VV	VSTA	I_CLS	I_SENT	N	-
1041	ผล	NN	NCMN	I_CLS	I_SENT	N	-
1042	กระทบ	VV	VACT	I_CLS	I_SENT	N	-
1043	ใน	PS	RPRE	I_CLS	I_SENT	N	-
1044	เชิง	NN	NCMN	I_CLS	I_SENT	N	-
1045	ภาพลักษณ์	NN	NCMN	E_CLS	I_SENT	N	-
1046	_	PU	NCMN	O	I_SENT	N	-
1047	จึง	CC	XVBM	B_CLS	I_SENT	Contingency.Cause.Result	-
1048	ขอ	VV	VACT	I_CLS	I_SENT	N	-
1049	ยุติ	VV	VACT	I_CLS	I_SENT	N	-
1050	การ	FX	FIXN	I_CLS	I_SENT	N	-
1051	จัด	VV	VACT	I_CLS	I_SENT	N	-
1052	จำหน่าย	VV	VACT	I_CLS	I_SENT	N	-
1053	สินค้า	NN	NCMN	I_CLS	I_SENT	N	-
1054	ประเภท	NN	CLTV	I_CLS	I_SENT	N	-
1055	นี้	AJ	DDAC	I_CLS	I_SENT	N	-
1056	ต่อ	PS	VACT	I_CLS	I_SENT	N	-
1057	คู่	NN	CLTV	I_CLS	I_SENT	N	-
1058	ค้า	VV	NCMN	E_CLS	I_SENT	N	-
1059	_	PU	NCMN	O	I_SENT	N	-
1060	และ	CC	JCRG	B_CLS	I_SENT	N	-
1061	ลูกค้า	NN	NCMN	I_CLS	I_SENT	N	-
1062	ทุก	AJ	DIBQ	I_CLS	I_SENT	N	-
1063	ราย	CL	CNIT	I_CLS	I_SENT	N	-
1064	ชั่วคราว	VV	ADVN	E_CLS	I_SENT	N	-
1065	_	PU	NCMN	O	I_SENT	N	-
1066	เพื่อ	CC	RPRE	B_CLS	I_SENT	Contingency.Purpose.Arg2-As-Goal	-
1067	ปกป้อง	VV	VACT	I_CLS	I_SENT	N	-
1068	ชื่อเสียง	NN	NCMN	I_CLS	I_SENT	N	-
1069	บริษัท	NN	NCMN	E_CLS	I_SENT	N	-
1070	และ	CC	JCRG	B_CLS	I_SENT	N	-
1071	ผู้	FX	PPRS	I_CLS	I_SENT	N	-
1072	ถือ	VV	VSTA	I_CLS	I_SENT	N	-
1073	หุ้น	NN	NCMN	E_CLS	I_SENT	N	-
1074	จนกว่า	CC	JSBR	B_CLS	I_SENT	Contingency.Condition.Arg2-As-Cond	-
1075	ผล	NN	NCMN	I_CLS	I_SENT	N	-
1076	ตรวจสอบ	VV	VACT	I_CLS	I_SENT	N	-
1077	โครงการ	NN	NCMN	I_CLS	I_SENT	N	-
1078	จะ	AX	XVBM	I_CLS	I_SENT	N	-
1079	ยืนยัน	VV	VACT	I_CLS	I_SENT	N	-
1080	ถึง	PS	RPRE	I_CLS	I_SENT	N	-
1081	ความ	FX	FIXN	I_CLS	I_SENT	N	-
1082	โปร่งใส	VV	VATT	I_CLS	I_SENT	N	-
1083	ของ	PS	RPRE	I_CLS	I_SENT	N	-
1084	บริษัท	NN	NCMN	E_CLS	I_SENT	N	-
1085	_	PU	NCMN	O	I_SENT	N	-
1086	จึง	CC	XVBM	B_CLS	I_SENT	Contingency.Cause.Result	-
1087	จะ	AX	XVBM	I_CLS	I_SENT	N	-
1088	ดำเนินการ	VV	VACT	I_CLS	I_SENT	N	-
1089	ธุรกิจ	NN	NCMN	I_CLS	I_SENT	N	-
1090	ต่อไป	AJ	ADVN	E_CLS	I_SENT	N	-

1091	และ	CC	JCRG	B_CLS	B_SENT	Temporal.Asynchronous.Precedence	-
1092	ว่า	CC	JSBR	I_CLS	I_SENT	N	-
1093	_	PU	NCMN	I_CLS	I_SENT	N	-
1094	บริษัท	NN	NCMN	I_CLS	I_SENT	N	-
1095	ร่วม	VV	ADVN	I_CLS	I_SENT	N	-
1096	กิจกรรม	NN	NPRP	I_CLS	I_SENT	N	-
1097	ของ	PS	RPRE	I_CLS	I_SENT	N	-
1098	ชุมชน	NN	NCMN	I_CLS	I_SENT	N	-
1099	ใน	PS	RPRE	I_CLS	I_SENT	N	-
1100	โครงการ	NN	NCMN	I_CLS	I_SENT	N	-
1101	_	PU	NCMN	I_CLS	I_SENT	N	-
1102	อยู่ดีมีสุข	NN	NCMN	E_CLS	I_SENT	N	-
1103	_	PU	NCMN	O	I_SENT	N	-
1104	และ	CC	JCRG	B_CLS	I_SENT	N	-
1105	_	PU	NCMN	O	I_SENT	N	-
1106	เอสเอ็มแอล	NN	NCMN	B_CLS	I_SENT	N	-
1107	_	PU	NCMN	I_CLS	I_SENT	N	-
1108	มา	VV	XVAE	I_CLS	I_SENT	N	-
1109	โดย	FX	FIXV	I_CLS	I_SENT	N	-
1110	ตลอด	VV	VSTA	I_CLS	I_SENT	N	-
1111	_	PU	NCMN	I_CLS	I_SENT	N	-
1112	ตั้งแต่	PS	RPRE	I_CLS	I_SENT	N	-
1113	ปี	NN	NCMN	I_CLS	I_SENT	N	-
1114	_	PU	NCMN	I_CLS	I_SENT	N	-
1115	2549	NU	NCNM	E_CLS	I_SENT	N	-
1116	_	PU	NCMN	O	I_SENT	N	-
1117	แต่	CC	JCRG	B_CLS	I_SENT	Comparison.Contrast	-
1118	ใน	PS	RPRE	I_CLS	I_SENT	N	-
1119	ปี	NN	NCMN	I_CLS	I_SENT	N	-
1120	_	PU	NCMN	I_CLS	I_SENT	N	-
1121	2552	NU	NCNM	I_CLS	I_SENT	N	-
1122	_	PU	PUNC	I_CLS	I_SENT	N	-
1123	บริษัท	NN	NCMN	I_CLS	I_SENT	N	-
1124	ไม่	NG	NEG	I_CLS	I_SENT	N	-
1125	ได้	AX	XVAM	I_CLS	I_SENT	N	-
1126	ดำเนิน	VV	VACT	I_CLS	I_SENT	N	-
1127	กิจการ	NN	NCMN	E_CLS	I_SENT	N	-
1128	โดย	CC	FIXV	B_CLS	I_SENT	N	-
1129	ตรง	VV	VATT	I_CLS	I_SENT	N	-
1130	กับ	PS	RPRE	I_CLS	I_SENT	N	-
1131	ทาง	NN	NCMN	I_CLS	I_SENT	N	-
1132	ชุมชน	NN	NCMN	I_CLS	I_SENT	N	-
1133	พอเพียง	VV	VSTA	E_CLS	I_SENT	N	-

1134	ถึงแม้	CC	ADVN	B_CLS	B_SENT	N	-
1135	ตัว	NN	NCMN	I_CLS	I_SENT	N	-
1136	แทน	VV	VSTA	I_CLS	I_SENT	N	-
1137	บริษัทบีเอ็นบี	NN	NCMN	I_CLS	I_SENT	N	-
1138	ฯ	PU	PUNC	I_CLS	I_SENT	N	-
1139	_	PU	NCMN	I_CLS	I_SENT	N	-
1140	อ้าง	VV	VACT	I_CLS	I_SENT	N	-
1141	ว่า	CC	JSBR	E_CLS	I_SENT	N	-
1142	_	PU	NCMN	O	I_SENT	N	-
1143	ไม่	NG	NEG	B_CLS	I_SENT	N	-
1144	ได้	AX	XVAM	I_CLS	I_SENT	N	-
1145	ดำเนิน	VV	VACT	I_CLS	I_SENT	N	-
1146	กิจการ	NN	NCMN	E_CLS	I_SENT	N	-
1147	โดย	CC	FIXV	B_CLS	I_SENT	N	-
1148	ตรง	VV	VATT	I_CLS	I_SENT	N	-
1149	กับ	PS	RPRE	I_CLS	I_SENT	N	-
1150	ชุมชน	NN	NCMN	I_CLS	I_SENT	N	-
1151	พอเพียง	VV	VSTA	I_CLS	I_SENT	N	-
1152	ใน	PS	RPRE	I_CLS	I_SENT	N	-
1153	ปี	NN	NCMN	I_CLS	I_SENT	N	-
1154	_	PU	NCMN	I_CLS	I_SENT	N	-
1155	2552	NU	NCNM	E_CLS	I_SENT	N	-
1156	_	PU	NCMN	O	I_SENT	N	-
1157	แต่	CC	JCRG	B_CLS	I_SENT	Comparison.Contrast	-
1158	นาย	NN	NCMN	I_CLS	I_SENT	N	-
1159	ภาสกร	NN	NPRP	I_CLS	I_SENT	N	-
1160	_	PU	NCMN	I_CLS	I_SENT	N	-
1161	พุทธิชีวิน	NN	NPRP	I_CLS	I_SENT	N	-
1162	_	PU	NCMN	I_CLS	I_SENT	N	-
1163	ผู้	FX	PREL	I_CLS	I_SENT	N	-
1164	ถือ	VV	VSTA	I_CLS	I_SENT	N	-
1165	หุ้น	NN	NCMN	I_CLS	I_SENT	N	-
1166	ใหญ่	VV	VATT	I_CLS	I_SENT	N	-
1167	บริษัทบีเอ็นบี	NN	VACT	I_CLS	I_SENT	N	-
1168	_	PU	NCMN	I_CLS	I_SENT	N	-
1169	เคย	AX	XVMM	I_CLS	I_SENT	N	-
1170	ให้	AV	VACT	I_CLS	I_SENT	N	-
1171	สัมภาษณ์	VV	VSTA	I_CLS	I_SENT	N	-
1172	ยอมรับ	VV	VACT	I_CLS	I_SENT	N	-
1173	ว่า	CC	JSBR	I_CLS	I_SENT	N	-
1174	_	PU	NCMN	I_CLS	I_SENT	N	-
1175	บริษัท	NN	NCMN	I_CLS	I_SENT	N	-
1176	ได้	AX	XVAE	I_CLS	I_SENT	N	-
1177	ให้	CC	JSBR	I_CLS	I_SENT	N	-
1178	บริษัท	NN	NCMN	I_CLS	I_SENT	N	-
1179	ขนาด	NN	NCMN	I_CLS	I_SENT	N	-
1180	เล็ก	VV	VATT	I_CLS	I_SENT	N	-
1181	_	PU	NCMN	I_CLS	I_SENT	N	-
1182	2-3	NU	NCMN	I_CLS	I_SENT	N	-
1183	_	PU	NCMN	I_CLS	I_SENT	N	-
1184	บริษัท	NN	NCMN	I_CLS	I_SENT	N	-
1185	_	PU	NCMN	I_CLS	I_SENT	N	-
1186	เป็น	VV	VSTA	I_CLS	I_SENT	N	-
1187	ตัว	NN	NCMN	I_CLS	I_SENT	N	-
1188	แทน	VV	VSTA	I_CLS	I_SENT	N	-
1189	นำ	VV	VACT	I_CLS	I_SENT	N	-
1190	สินค้า	NN	NCMN	I_CLS	I_SENT	N	-
1191	ไป	AV	XVAE	I_CLS	I_SENT	N	-
1192	เสนอ	VV	VACT	I_CLS	I_SENT	N	-
1193	ขาย	VV	VACT	E_CLS	I_SENT	N	-
1194	ให้	CC	JSBR	B_CLS	I_SENT	N	-
1195	ชุมชน	NN	NCMN	I_CLS	I_SENT	N	-
1196	แล้ว	AX	JSBR	I_CLS	I_SENT	Temporal.Asynchronous.Precedence	-
1197	แบ่ง	VV	VACT	I_CLS	I_SENT	N	-
1198	เปอร์เซ็นต์	NN	NCMN	I_CLS	I_SENT	N	-
1199	กัน	PR	ADVN	I_CLS	I_SENT	N	-
1200	_	PU	NCMN	I_CLS	I_SENT	N	-
1201	โดย	CC	RPRE	I_CLS	I_SENT	Expansion.GenExpansion	-
1202	บีเอ็นบี	NN	VACT	I_CLS	I_SENT	N	-
1203	ฯ	PU	PUNC	I_CLS	I_SENT	N	-
1204	_	PU	NCMN	I_CLS	I_SENT	N	-
1205	ได้	AX	XVAE	I_CLS	I_SENT	N	-
1206	_	PU	NCMN	I_CLS	I_SENT	N	-
1207	10	NU	DCNM	I_CLS	I_SENT	N	-
1208	-	PU	PUNC	I_CLS	I_SENT	N	-
1209	15	NU	DCNM	I_CLS	I_SENT	N	-
1210	%	PU	CMTR	I_CLS	I_SENT	N	-
1211	_	PU	CMTR	I_CLS	I_SENT	N	-
1212	ส่วน	CC	NCMN	I_CLS	I_SENT	Expansion.Conjunction	-
1213	บริษัท	NN	NCMN	I_CLS	I_SENT	N	-
1214	ตัว	NN	CNIT	I_CLS	I_SENT	N	-
1215	แทน	VV	VSTA	I_CLS	I_SENT	N	-
1216	ได้	AX	XVAE	I_CLS	I_SENT	N	-
1217	ส่วน	NN	NCMN	I_CLS	I_SENT	N	-
1218	แบ่ง	VV	VACT	I_CLS	I_SENT	N	-
1219	_	PU	NCMN	I_CLS	I_SENT	N	-
1220	3-5	NU	NCMN	I_CLS	I_SENT	N	-
1221	%	PU	NCMN	E_CLS	I_SENT	N	-

1222	กมธ.	NN	NCMN	B_CLS	B_SENT	N	-
1223	วุฒิ	NN	NCMN	I_CLS	I_SENT	N	-
1224	ฯ	PU	PUNC	I_CLS	I_SENT	N	-
1225	ตั้ง	VV	VACT	I_CLS	I_SENT	N	-
1226	_	PU	NCMN	I_CLS	I_SENT	N	-
1227	3	NU	DCNM	I_CLS	I_SENT	N	-
1228	_	PU	PUNC	I_CLS	I_SENT	N	-
1229	ปม	NN	CNIT	I_CLS	I_SENT	N	-
1230	ชี้	VV	VACT	I_CLS	I_SENT	N	-
1231	อาจ	AX	XVMM	I_CLS	I_SENT	N	-
1232	ส่ง	VV	VACT	I_CLS	I_SENT	N	-
1233	ผล	NN	NCMN	I_CLS	I_SENT	N	-
1234	คว่ำ	VV	NCMN	I_CLS	I_SENT	N	-
1235	งบ	NN	NCMN	I_CLS	I_SENT	N	-
1236	ฯ	PU	PUNC	E_CLS	I_SENT	N	-

1237	ทาง	PS	NCMN	B_CLS	B_SENT	N	-
1238	ด้าน	NN	NCMN	I_CLS	I_SENT	N	-
1239	คณะ	NN	NCMN	I_CLS	I_SENT	N	-
1240	กรรมาธิการ	NN	NCMN	I_CLS	I_SENT	N	-
1241	_	PU	NCMN	I_CLS	I_SENT	N	-
1242	(	PU	PUNC	I_CLS	I_SENT	N	-
1243	กมธ.	NN	NCMN	I_CLS	I_SENT	N	-
1244	)	PU	PUNC	I_CLS	I_SENT	N	-
1245	_	PU	NCMN	I_CLS	I_SENT	N	-
1246	กิจการ	NN	NCMN	I_CLS	I_SENT	N	-
1247	องค์กร	NN	NCMN	I_CLS	I_SENT	N	-
1248	ตาม	PS	RPRE	I_CLS	I_SENT	N	-
1249	รัฐธรรมนูญ	NN	NCMN	I_CLS	I_SENT	N	-
1250	และ	CC	JCRG	I_CLS	I_SENT	Expansion.Conjunction	-
1251	ติดตาม	VV	VACT	I_CLS	I_SENT	N	-
1252	การ	FX	FIXN	I_CLS	I_SENT	N	-
1253	บริหาร	VV	VACT	I_CLS	I_SENT	N	-
1254	งบประมาณ	NN	NCMN	I_CLS	I_SENT	N	-
1255	_	PU	NCMN	I_CLS	I_SENT	N	-
1256	วุฒิสภา	NN	NCMN	I_CLS	I_SENT	N	-
1257	_	PU	NCMN	I_CLS	I_SENT	N	-
1258	ได้	AX	XVAM	I_CLS	I_SENT	N	-
1259	ตั้ง	VV	VACT	I_CLS	I_SENT	N	-
1260	ประเด็น	NN	NCMN	I_CLS	I_SENT	N	-
1261	ตรวจสอบ	VV	VACT	I_CLS	I_SENT	N	-
1262	การ	FX	FIXN	I_CLS	I_SENT	N	-
1263	บริหาร	VV	VACT	I_CLS	I_SENT	N	-
1264	งบประมาณ	NN	NCMN	I_CLS	I_SENT	N	-
1265	โครงการ	NN	NCMN	I_CLS	I_SENT	N	-
1266	ของ	PS	RPRE	I_CLS	I_SENT	N	-
1267	สำนักงาน	NN	NCMN	I_CLS	I_SENT	N	-
1268	เศรษฐกิจ	NN	NCMN	I_CLS	I_SENT	N	-
1269	พอเพียง	VV	VACT	E_CLS	I_SENT	N	-
1270	เพื่อ	CC	RPRE	B_CLS	I_SENT	N	-
1271	ยกระดับ	VV	VACT	I_CLS	I_SENT	N	-
1272	ชุมชน	NN	NCMN	I_CLS	I_SENT	N	-
1273	_	PU	NCMN	I_CLS	I_SENT	N	-
1274	(	PU	PUNC	I_CLS	I_SENT	N	-
1275	สพช.	NN	NCMN	I_CLS	I_SENT	N	-
1276	)	PU	PUNC	I_CLS	I_SENT	N	-
1277	_	PU	PUNC	I_CLS	I_SENT	N	-
1278	3	NU	NCNM	I_CLS	I_SENT	N	-
1279	_	PU	PUNC	I_CLS	I_SENT	N	-
1280	เรื่อง	NN	CNIT	I_CLS	I_SENT	N	-
1281	เช่นกัน	PS	ADVN	E_CLS	I_SENT	N	-

1282	โดย	CC	JSBR	B_CLS	B_SENT	Expansion.GenExpansion	-
1283	นาย	NN	NTTL	I_CLS	I_SENT	N	-
1284	ยุทธนา	NN	NPRP	I_CLS	I_SENT	N	-
1285	_	PU	NCMN	I_CLS	I_SENT	N	-
1286	ยุพฤทธิ์	NN	VATT	I_CLS	I_SENT	N	-
1287	_	PU	NCMN	I_CLS	I_SENT	N	-
1288	ส.ว.	NN	NCMN	I_CLS	I_SENT	N	-
1289	ยโสธร	NN	VACT	I_CLS	I_SENT	N	-
1290	_	PU	NCMN	I_CLS	I_SENT	N	-
1291	เลขานุการ	NN	NCMN	I_CLS	I_SENT	N	-
1292	กมธ.	NN	NCMN	I_CLS	I_SENT	N	-
1293	_	PU	NCMN	I_CLS	I_SENT	N	-
1294	เปิดเผย	VV	VACT	I_CLS	I_SENT	N	-
1295	ว่า	CC	JSBR	E_CLS	I_SENT	N	-
1296	_	PU	NCMN	O	I_SENT	N	-
1297	กม.	NN	NCMN	B_CLS	I_SENT	N	-
1298	ได้	AX	XVAE	I_CLS	I_SENT	N	-
1299	ติดตาม	VV	VACT	I_CLS	I_SENT	N	-
1300	การ	FX	FIXN	I_CLS	I_SENT	N	-
1301	บริหาร	VV	VACT	I_CLS	I_SENT	N	-
1302	งบประมาณ	NN	NCMN	I_CLS	I_SENT	N	-
1303	ของ	PS	RPRE	I_CLS	I_SENT	N	-
1304	_	PU	NCMN	I_CLS	I_SENT	N	-
1305	สพช.	NN	NCMN	I_CLS	I_SENT	N	-
1306	_	PU	NCMN	I_CLS	I_SENT	N	-
1307	พบ	VV	VSTA	E_CLS	I_SENT	N	-
1308	ว่า	CC	JSBR	B_CLS	I_SENT	N	-
1309	มีการ	FX	NCMN	I_CLS	I_SENT	N	-
1310	กระทำ	VV	VACT	E_CLS	I_SENT	N	-
1311	ที่	CC	PREL	B_CLS	I_SENT	N	-
1312	ส่อ	VV	VSTA	I_CLS	I_SENT	N	-
1313	ไป	AV	XVAE	I_CLS	I_SENT	N	-
1314	ใน	PS	RPRE	I_CLS	I_SENT	N	-
1315	ทาง	NN	NCMN	I_CLS	I_SENT	N	-
1316	ทุจริต	VV	NCMN	I_CLS	I_SENT	N	-
1317	_	PU	NCMN	I_CLS	I_SENT	N	-
1318	ใน	PS	RPRE	I_CLS	I_SENT	N	-
